rho,cl,stability,resid,standard,reversed,difference
0.3,0.5,0,0.6,0.5002850057504611,0.3025508054636975,0.17404781853728762
0.3,0.5,0,0.8999999999999999,0.5010985459357892,0.3036272820349137,0.1490727072436827
0.3,0.5,0.25,0.3,0.4998652031559808,-0.5903971223449486,0.33145346472593606
0.3,0.5,0.25,0.6,0.502286935931621,-0.01706317058754803,0.28753101666218667
0.3,0.5,0.25,0.8999999999999999,0.5028428188160332,0.14519459163159823,0.2371717095746015
0.3,0.5,0.5,0.3,0.49919773410121526,-0.6312998654731207,0.5290319897038401
0.3,0.5,0.5,0.6,0.49968766475241366,-0.2037147258084199,0.4151000950946315
0.3,0.5,0.5,0.8999999999999999,0.4986744906015344,0.014575395990925675,0.3243940945508458
0.3,0.5,0.75,0.3,0.4998054723366195,-0.5218496316282688,0.7438087363783821
0.3,0.5,0.75,0.6,0.4998271568139336,-0.2681736838891999,0.5498560628291118
0.3,0.5,0.75,0.8999999999999999,0.4983816708555211,-0.07475302978542075,0.4166811368292024
0.3,0.5,1,0.3,0.5000899759861652,-0.4283482652238513,0.8564375704931628
0.3,0.5,1,0.6,0.5017459219077827,-0.2745927166120665,0.6439984782854402
0.3,0.5,1,0.8999999999999999,0.4961895859910278,-0.12245273062223243,0.4831930057312513
0.3,0.75,0,0.3,0.7502385500175044,0.296579578801808,0.4124742791072019
0.3,0.75,0,0.6,0.7477292040037072,0.29718103963353426,0.37000232186991233
0.3,0.75,0,0.8999999999999999,0.752376122541123,0.3016252742630171,0.3269651613131763
0.3,0.75,0.25,0.3,0.7500162823864245,-0.9717307233390675,0.5601932345017134
0.3,0.75,0.25,0.6,0.7506852287443144,-0.1464979391049148,0.49041318250639604
0.3,0.75,0.25,0.8999999999999999,0.7509328532027498,0.08297249345750675,0.4168147348550596
0.3,0.75,0.5,0.3,0.7494541475293879,-0.9903340935546748,0.7305589203002498
0.3,0.75,0.5,0.6,0.7487575196936379,-0.3944699280176797,0.6170464779220004
0.3,0.75,0.5,0.8999999999999999,0.7480544172866995,-0.09528420317314087,0.5063906537774807
0.3,0.75,0.75,0.3,0.750295843030931,-0.8083304910676514,0.8699306505673534
0.3,0.75,0.75,0.6,0.7531363083776493,-0.46441563506863387,0.7238995775801587
0.3,0.75,0.75,0.8999999999999999,0.7515738992985843,-0.20355239816407802,0.5882893620554546
0.3,0.75,1,0.3,0.7500769461516849,-0.6545840290860505,0.9283025865108268
0.3,0.75,1,0.6,0.7511291713001547,-0.45147953305335015,0.7821670954905169
0.3,0.75,1,0.8999999999999999,0.7473086672430924,-0.25427073106998865,0.6384735913838562
0.3,1,0,0.3,0.9998684925159858,0.2959543179871923,0.5751566858210483
0.3,1,0,0.6,1.0008171272219777,0.29830662354473164,0.5306400151540813
0.3,1,0,0.8999999999999999,0.9996836149975232,0.2967818403451804,0.47179135977136893
0.3,1,0.25,0.3,0.9998867620276819,-1.3708520072223693,0.7075183006562592
0.3,1,0.25,0.6,0.9991980290923145,-0.29405438823030805,0.6402146188553675
0.3,1,0.25,0.8999999999999999,1.0014400182126677,0.015805007351282388,0.5610081103593809
0.3,1,0.5,0.3,0.9994450043288737,-1.3462179097871179,0.83354810438356
0.3,1,0.5,0.6,0.9996915564850372,-0.5922523747162366,0.7418196039474976
0.3,1,0.5,0.8999999999999999,0.9984448255510495,-0.20166777293818108,0.6385833817957811
0.3,1,0.75,0.3,1.0000780115887093,-1.0899764098341038,0.9237474343635594
0.3,1,0.75,0.6,0.9989177580877395,-0.6616339233333673,0.8200213719779011
0.3,1,0.75,0.8999999999999999,1.0004388917494391,-0.3324297144768351,0.7049115172598875
0.3,1,1,0.3,0.9996879123670189,-0.8819364143693911,0.9577203805577721
0.3,1,1,0.6,1.0002642319757635,-0.6310527318842118,0.85699440629057
0.3,1,1,0.8999999999999999,1.0032874186957281,-0.39127794991668863,0.744597208665233
0.6,0,0,0.3,3.4987779905491085e-4,0.6022828274559703,-0.5776649014864462
0.6,0,0,0.6,0.002888126858216213,0.5988020880839252,-0.5127099580269388
0.6,0,0,0.8999999999999999,-0.002488875935349557,0.6007652264713705,-0.4460615129641402
0.6,0,0.25,0.3,3.404091937372605e-4,0.41637048864897513,-0.5569659836455119
0.6,0,0.25,0.6,-0.0027975844831534496,0.5395654545476473,-0.4699339392456412
0.6,0,0.25,0.8999999999999999,-0.005293228557017781,0.5735133607612117,-0.38733035814695743
0.6,0,0.5,0.3,2.2294921994495885e-4,0.21621682270503034,-0.5133796412990215
0.6,0,0.5,0.6,-0.0027561202073126214,0.4168609548313694,-0.3869217763448801
0.6,0,0.5,0.8999999999999999,-0.002887498552303551,0.49845219691523635,-0.29119698975229263
0.6,0,0.75,0.3,4.889401450410763e-4,0.12009703256717384,-0.384454419803937
0.6,0,0.75,0.6,0.0010117779203948699,0.2964101408400695,-0.2281566651260157
0.6,0,0.75,0.8999999999999999,-0.00235848596082682,0.4174279658202067,-0.16187605053022103
0.6,0,1,0.3,-0.0019311847056375725,0.07591778857945036,-0.005235868020016977
0.6,0,1,0.6,0.0023363672291732466,0.21511166496427267,0.0019447359013704832
0.6,0,1,0.8999999999999999,-0.001535968057866323,0.3369492187427998,-0.002025842139174652
0.6,0.25,0,0.3,0.25114040004003674,0.6013816008660564,-0.37785670599611576
0.6,0.25,0,0.6,0.2532455043937217,0.600273471334005,-0.3281298377500345
0.6,0.25,0,0.8999999999999999,0.2507210717657176,0.5987195278148157,-0.27755182117843014
0.6,0.25,0.25,0.3,0.25113296600723767,0.10798579974709531,-0.285722240669065
0.6,0.25,0.25,0.6,0.249094843636739,0.44327478140850257,-0.2327985670481394
0.6,0.25,0.25,0.8999999999999999,0.251810658039083,0.5228485120885376,-0.1788183658648611
0.6,0.25,0.5,0.3,0.24924193199736092,-0.10420316427596166,-0.10022979660961591
0.6,0.25,0.5,0.6,0.24805924756375286,0.26356380116689015,-0.07270090154529901
0.6,0.25,0.5,0.8999999999999999,0.2495275519450794,0.4158138682433549,-0.04777827147356957
0.6,0.25,0.75,0.3,0.25115042862130527,-0.14740570754511725,0.26693560601435795
0.6,0.25,0.75,0.6,0.2504523470057869,0.13349261597293297,0.15697792951038203
0.6,0.25,0.75,0.8999999999999999,0.24699541113739099,0.3120140647443057,0.10596988713143843
0.6,0.25,1,0.3,0.25029225467415245,-0.1454658392623701,0.6421925350361479
0.6,0.25,1,0.6,0.24873961513139575,0.0580973599950746,0.38354842164402125
0.6,0.25,1,0.8999999999999999,0.25072135845544774,0.22504538534566346,0.2696470617313018
0.6,0.5,0,0.3,0.4992503604400943,0.5979744233958743,-0.11484718340403845
0.6,0.5,0,0.6,0.5016265701577295,0.599914703660126,-0.09726508950790788
0.6,0.5,0,0.8999999999999999,0.4997258401078141,0.5979664924612735,-0.08136481314010656
0.6,0.5,0.25,0.3,0.498872796535809,-0.20092747866520455,0.07223995307700293
0.6,0.5,0.25,0.6,0.5021693073410076,0.3387737948760162,0.06240659276637574
0.6,0.5,0.25,0.8999999999999999,0.4957929109847044,0.4736856504816509,0.04513808927584563
0.6,0.5,0.5,0.3,0.49926588952794126,-0.4225435591723428,0.3712454535623673
0.6,0.5,0.5,0.6,0.500447765111656,0.11093922835353677,0.26506926786662616
0.6,0.5,0.5,0.8999999999999999,0.5016439046440901,0.33496367490223733,0.20048639850640335
0.6,0.5,0.75,0.3,0.5007541692373506,-0.41238223411231123,0.6960480220540655
0.6,0.5,0.75,0.6,0.501150422436544,-0.0328435813235641,0.4835767128969908
0.6,0.5,0.75,0.8999999999999999,0.5001387326033961,0.20899601723408598,0.355133182984269
0.6,0.5,1,0.3,0.49922075120832465,-0.36299675276266957,0.8565707284069934
0.6,0.5,1,0.6,0.49856832348571295,-0.10629398400627078,0.639953871417468
0.6,0.5,1,0.8999999999999999,0.5017740010169682,0.11397695068930626,0.4856322318621294
0.6,0.75,0,0.3,0.7492625381130366,0.5999998578607096,0.17372394449900086
0.6,0.75,0,0.6,0.7497452618837368,0.5953113445235134,0.15196851885398527
0.6,0.75,0,0.8999999999999999,0.748779632161536,0.6028924346337005,0.12086367577123247
0.6,0.75,0.25,0.3,0.7490044917207141,-0.5043704697870435,0.4052030411873638
0.6,0.75,0.25,0.6,0.7493667349712662,0.24058301826792092,0.33231433208648975
0.6,0.75,0.25,0.8999999999999999,0.7476136816980241,0.43164085631929316,0.26464791687763417
0.6,0.75,0.5,0.3,0.7505531173429659,-0.7409101547796701,0.6684020649557135
0.6,0.75,0.5,0.6,0.7498958108412358,-0.044407029003193585,0.5296207954544311
0.6,0.75,0.5,0.8999999999999999,0.7516146163536548,0.2521573089285728,0.4178193098083521
0.6,0.75,0.75,0.3,0.7496900280911984,-0.6815158825301324,0.8579451618156739
0.6,0.75,0.75,0.6,0.7507728442912446,-0.20179294911933143,0.6888999061260411
0.6,0.75,0.75,0.8999999999999999,0.750321744693159,0.10657031275035601,0.546354698540475
0.6,0.75,1,0.3,0.7505657300573567,-0.5860834524875356,0.9285631514789553
0.6,0.75,1,0.6,0.7483356488579672,-0.2648287644397018,0.7814712258423367
0.6,0.75,1,0.8999999999999999,0.7513366075219338,0.0057532014118261265,0.6384864979801861
0.6,1,0,0.3,1.0011352315050666,0.6060854507476947,0.4233799988664197
0.6,1,0,0.6,0.9995643099923347,0.5996460794480907,0.37078307699750157
0.6,1,0,0.8999999999999999,0.996146157259984,0.6010529711127238,0.31287483758915635
0.6,1,0.25,0.3,1.0004197720701733,-0.8096649200455939,0.6355735683599516
0.6,1,0.25,0.6,0.9982920201176978,0.139717371230015,0.5432705390990943
0.6,1,0.25,0.8999999999999999,1.00000422355903,0.38240667724529076,0.4545001790268576
0.6,1,0.5,0.3,1.0008029940648488,-1.060587012302472,0.8146001028227908
0.6,1,0.5,0.6,1.0001000005054177,-0.19600390250780292,0.6955107149671462
0.6,1,0.5,0.8999999999999999,0.9979650735976585,0.17151667069845547,0.5786483769872491
0.6,1,0.75,0.3,0.9991770931939635,-0.9461279801134944,0.9215636178686855
0.6,1,0.75,0.6,0.9980436987141341,-0.36457092922740597,0.8010115674479169
0.6,1,0.75,0.8999999999999999,0.9975870348728589,0.0010968446520721604,0.6791565811355774
0.6,1,1,0.3,0.9996764040464708,-0.8028635382458346,0.9579767380592765
0.6,1,1,0.6,1.0017273579580777,-0.4236278650154866,0.8572271460219507
0.6,1,1,0.8999999999999999,1.0032221694682963,-0.10246382593373209,0.7436893703402467
0.8999999999999999,0,0,0.3,9.575760524989692e-4,0.9000385733960959,-0.8619011693889541
0.8999999999999999,0,0,0.6,0.001937385421759572,0.8994365741413324,-0.7699086465942093
0.8999999999999999,0,0,0.8999999999999999,0.001082581170910499,0.8993258802907811,-0.668617343488489
0.8999999999999999,0,0.25,0.3,8.867536086102518e-4,0.7960996673548186,-0.8345755482439532
0.8999999999999999,0,0.25,0.6,-0.0011883959813880243,0.8707247061198298,-0.7037901086698484
0.8999999999999999,0,0.25,0.8999999999999999,0.005362583184473,0.8883063323294768,-0.5763636430198763
0.8999999999999999,0,0.5,0.3,6.436176645174147e-4,0.5913478366636852,-0.7725039055045805
0.8999999999999999,0,0.5,0.6,-5.561941044590645e-4,0.7965072230809457,-0.5758184721895045
0.8999999999999999,0,0.5,0.8999999999999999,6.59390210398837e-4,0.8496771977827353,-0.4373247774822519
0.8999999999999999,0,0.75,0.3,4.4181248757711787e-4,0.4098827195132302,-0.5758666222112203
0.8999999999999999,0,0.75,0.6,0.002511972743143943,0.6932082560485302,-0.34183080774790653
0.8999999999999999,0,0.75,0.8999999999999999,0.002115032827965879,0.7959437048656102,-0.23808991772705534
0.8999999999999999,0,1,0.3,-0.002601899594771229,0.2899574965747629,0.0016300541084537025
0.8999999999999999,0,1,0.6,0.004710975337273386,0.5909127985672711,-0.0011991438341038387
0.8999999999999999,0,1,0.8999999999999999,-0.003584454368754139,0.7289228135026233,-0.001887543377353034
0.8999999999999999,0.25,0,0.3,0.25076821119947784,0.8977972644530609,-0.7750055963403145
0.8999999999999999,0.25,0,0.6,0.2450447542806482,0.8997988932058884,-0.661462047949537
0.8999999999999999,0.25,0,0.8999999999999999,0.24731677051892884,0.8982910114449366,-0.5439418016283779
0.8999999999999999,0.25,0.25,0.3,0.2511473348186689,0.6795517627005737,-0.6919066620981991
0.8999999999999999,0.25,0.25,0.6,0.2510996791480365,0.8405354415924439,-0.5280427508498737
0.8999999999999999,0.25,0.25,0.8999999999999999,0.25237669333388024,0.8711123610652822,-0.4047099303015431
0.8999999999999999,0.25,0.5,0.3,0.2493872783472862,0.4168450903995565,-0.4749269122884045
0.8999999999999999,0.25,0.5,0.6,0.25637531693577437,0.7379499496816256,-0.2980362299441569
0.8999999999999999,0.25,0.5,0.8999999999999999,0.2480702962320543,0.8219937293797774,-0.20966717427903744
0.8999999999999999,0.25,0.75,0.3,0.25080005104243497,0.2269757556815123,0.08386450339689429
0.8999999999999999,0.25,0.75,0.6,0.2527044553940379,0.6173962438313652,0.04501725118564427
0.8999999999999999,0.25,0.75,0.8999999999999999,0.2481512629184306,0.75637584344764,0.027618094787222283
0.8999999999999999,0.25,1,0.3,0.2475601732440047,0.12040274474310367,0.6400561282914715
0.8999999999999999,0.25,1,0.6,0.25082313311725074,0.5036417938580722,0.3832561298636279
0.8999999999999999,0.25,1,0.8999999999999999,0.2515260281743449,0.6808055440097914,0.2684726444801757
0.8999999999999999,0.5,0,0.3,0.49823142049543384,0.8984107829739735,-0.6026194074198802
0.8999999999999999,0.5,0,0.6,0.49893616649288686,0.9002643034160087,-0.476596984949877
0.8999999999999999,0.5,0,0.8999999999999999,0.4998639936956552,0.8990053293495378,-0.3705729250379065
0.8999999999999999,0.5,0.25,0.3,0.5009104565461974,0.5641428067710824,-0.3679473709279804
0.8999999999999999,0.5,0.25,0.6,0.5019262157015013,0.8089751583189436,-0.24740348140902438
0.8999999999999999,0.5,0.25,0.8999999999999999,0.5012757292117183,0.8589533330520733,-0.17939352321989385
0.8999999999999999,0.5,0.5,0.3,0.4964996078020717,0.24233500236327718,0.1320191673394027
0.8999999999999999,0.5,0.5,0.6,0.5003481710561913,0.6778600826577643,0.08068402773614841
0.8999999999999999,0.5,0.5,0.8999999999999999,0.4966423797126007,0.7937435022512337,0.05552739820487
0.8999999999999999,0.5,0.75,0.3,0.5021019101612639,0.04820806358565433,0.6541813076162248
0.8999999999999999,0.5,0.75,0.6,0.5029400136340858,0.541046453883284,0.4131628586217556
0.8999999999999999,0.5,0.75,0.8999999999999999,0.5003710596336476,0.7164450135389822,0.2907314910325327
0.8999999999999999,0.5,1,0.3,0.5013268207395117,-0.05111035978176371,0.8577524145036343
0.8999999999999999,0.5,1,0.6,0.504609203317416,0.4152326504611046,0.6417411085471678
0.8999999999999999,0.5,1,0.8999999999999999,0.4964573995888848,0.6340567743815807,0.48803157732039315
0.8999999999999999,0.75,0,0.3,0.7502810833522746,0.9020120310408204,-0.2742248425194091
0.8999999999999999,0.75,0,0.6,0.7529175396710472,0.9017796299768256,-0.19868439549011788
0.8999999999999999,0.75,0,0.8999999999999999,0.7513921167890312,0.9008759439930643,-0.14847941980760948
0.8999999999999999,0.75,0.25,0.3,0.75089943343310706,0.4502259338447472,0.1668105848672397
0.8999999999999999,0.75,0.25,0.6,0.7517859721610665,0.7756956682740311,0.10958480446171191
0.8999999999999999,0.75,0.25,0.8999999999999999,0.7475855395513135,0.8426292432687059,0.07701322915078158
0.8999999999999999,0.75,0.5,0.3,0.7500266918521963,0.0713401958535112,0.628450586064972
0.8999999999999999,0.75,0.5,0.6,0.7526594169157473,0.6200925089280342,0.42735166534425884
0.8999999999999999,0.75,0.5,0.8999999999999999,0.7514974812422553,0.767736104855104,0.30709863806516785
0.8999999999999999,0.75,0.75,0.3,0.7506622369883514,-0.12971592447448185,0.8550404713128803
0.8999999999999999,0.75,0.75,0.6,0.7523427537701163,0.46521201767253273,0.6520876797107599
0.8999999999999999,0.75,0.75,0.8999999999999999,0.7488964906541652,0.6801869039052145,0.4992820166626107
0.8999999999999999,0.75,1,0.3,0.752770910609273,-0.22280012833819543,0.9283057688143647
0.8999999999999999,0.75,1,0.6,0.7515730923539762,0.3326149800020238,0.7793477919165581
0.8999999999999999,0.75,1,0.8999999999999999,0.7473761802091778,0.5850745138821405,0.6396230982098541
0.8999999999999999,1,0,0.3,1.0016923349691542,0.9038505366712597,0.18478415966189007
0.8999999999999999,1,0,0.6,0.9965325580224028,0.8998648391078817,0.13043447864229718
0.8999999999999999,1,0,0.8999999999999999,1.007981893965742,0.9014992729378625,0.10047810654917853
0.8999999999999999,1,0.25,0.3,1.0024715203444872,0.3280959985741347,0.592244754453866
0.8999999999999999,1,0.25,0.6,0.9974509682598457,0.7431637648950381,0.4287233547413659
0.8999999999999999,1,0.25,0.8999999999999999,1.0093322135837695,0.8326345449892945,0.3198073874823251
0.8999999999999999,1,0.5,0.3,0.9993246237316503,-0.10155784347388876,0.8292971862960418
0.8999999999999999,1,0.5,0.6,0.9991736822342739,0.5634986562600616,0.6526041562113354
0.8999999999999999,1,0.5,0.8999999999999999,0.9956913528297072,0.7375819576626388,0.5118774126296781
0.8999999999999999,1,0.75,0.3,1.0007379877473852,-0.30790281032848155,0.9244661652487036
0.8999999999999999,1,0.75,0.6,1.0042188426079792,0.3866915320571432,0.7874792361492137
0.8999999999999999,1,0.75,0.8999999999999999,1.0010833189892303,0.6414662931130566,0.6484172708305312
0.8999999999999999,1,1,0.3,1.0000693102102869,-0.3898402259313543,0.9579483882912283
0.8999999999999999,1,1,0.6,1.0056334947148675,0.24326367385092695,0.8583756057134734
0.8999999999999999,1,1,0.8999999999999999,0.9979194227091447,0.5438916952049844,0.7428003414999422
